ID_PAPER;ID_KO;ID_SECTOR;AUTHOR;TITLE;YEAR;SOURCE_TITLE;LINK;ABSTRACT;DOI;AUTHOR_KEYWORD;FK_INDEX KEYWORD;SOURCE;DOCUMENT_TYPE
120010;46;31;Huang S., Wang G., Yan Y., Fang X.;Blockchain-based data management for digital twin of product;2020;Journal of Manufacturing Systems;10.1016/j.jmsy.2020.01.009;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079151075&doi=10.1016%2fj.jmsy.2020.01.009&partnerID=40&md5=2eb4194f639b30af9eec3c258d62ddb9;The concept of digital twin was originally proposed to assist product lifecycle management through the high-fidelity virtual product. In product lifecycle, there are many participators constructing a complicated network with enormous product lifecycle data. It is difficult to manage data of digital twin efficiently and securely from the perspectives of data storage, data access, data sharing, and data authenticity among the complicated network. Moreover, the virtual product is always updated to the latest state of the physical product by overwriting the history virtual product that records the development process of digital twin. To address abovementioned data management problems simultaneously, a data management method for digital twin of product based on blockchain technology is proposed in this paper. A peer-to-peer network is constructed to enhance data sharing efficiency among participators. The basic structure of blockchain is introduced, including block, chain, and transaction. The blockchain is used for data storage through cryptography that ensuring only eligible participators can access the corresponding data. The change sensitive characteristic of blockchain can ensure data authenticity as well. In addition, the concept of smart contract can be used to execute some actions automatically to increase data sharing efficiency. A case study is presented to demonstrate the effectiveness of the proposed data management method. The results show that the proposed method can solve the abovementioned data management problems simultaneously. © 2020 The Society of Manufacturing Engineers;"Blockchain technology; Data management; Digital twin; Product lifecycle management";"Authentication; Blockchain; Data Sharing; Digital storage; Digital twin; Efficiency; Life cycle; Peer to peer networks; Data management problems; Development process; Management method; Physical products; Product life cycle management; Product lifecycle data; Product-life-cycle; Virtual products; Information management";Article;Scopus
120011;46;31;Hedberg T.D., Krima S., Camelio J.A.;Method for Enabling a Root of Trust in Support of Product Data Certification and Traceability;2019;Journal of Computing and Information Science in Engineering;10.1115/1.4042839;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066859947&doi=10.1115%2f1.4042839&partnerID=40&md5=ac87c0774333c1b2e8d0dc658e5b82e5;"Trust in product data quality (PDQ) is critical to successful implementation of the model-based enterprise (MBE). Such trust does not extend to the exchange and the reuse of three-dimensional (3D) product models across the product life cycle because verifiable traceability in the product data is lacking. This assurance is especially crucial when ""siloed"" manufacturing functions produce the product data that is not fully interoperable and thus requires frequent reworking to enable its reuse. Previous research showed how public key infrastructure (X.509-PKI) from the X.509 standard could be used to embed digital signatures into the product data for the purposes of certification and traceability. This paper first provides an overview and review of technologies that could be integrated to support trust throughout the product life cycle. This paper then proposes a trust structure that supports several data transaction types. Then, the paper presents a case study for common configuration management (CM) workflows that are typically found in regulated industries. Finally, the paper draws conclusions and provides recommendations for further research for enabling the product life cycle of trust (PLOT). © 2019 by ASME.";;"Public key cryptography; Public utilities; Configuration management; Data transaction; Manufacturing functions; Product life cycles; Public key infrastructure; Review of technologies; Threedimensional (3-d); Trust structures; Life cycle";Article;Scopus
120012;46;31;Pestourie B., Beroulle V., Fourty N.;Security Evaluation with an Indoor UWB Localization Open Platform: Acknowledgment Attack Case Study;2019;IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC;10.1109/PIMRC.2019.8904224;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075852279&doi=10.1109%2fPIMRC.2019.8904224&partnerID=40&md5=0f933968ed2abe538b602cca616c40d8;Indoor localization is a growing field of the Internet of Things (IoT) which is used in various sensitive applications such as manufacturing chain optimization or location-based authentication. Localization protocols rely on physical properties of the transmitted signals, such as Time-of-Flight or Received Signal Strength, which can be altered or impersonated by various types of attacks. Therefore, classical encryption techniques cannot guarantee the security of these localization protocols. Most off-the-shelf positioning platforms do not address the flaws related to localization. In addition, designers have a limited access to the various protocols, filters and algorithms involved in the localization chain, which poses a considerable obstacle to propose security solutions. This paper presents a prototyping platform called SecureLoc, open at every layer, for evaluating secure indoor localization methods based on Ultra-Wide Band Impulse Response (UWB-IR) technology, with respect to the cost and integration constraints of the IoT. We show the potential of SecureLoc for security evaluation and countermeasures through the case study of a spoofed acknowledgment attack. A novel analysis and evaluation of this attack is proposed. The robustness of SecureLoc localization chain against this attack is evaluated. Insights on future enhancements of this attack and possible low-cost countermeasures are provided. © 2019 IEEE.;"802.15.4; prototyping platform; secure indoor localization; UWB-IR";"Cryptography; Impulse response; Internet of things; Ultra-wideband (UWB); 802.15.4; Analysis and evaluation; Indoor localization; Internet of thing (IOT); Localization protocols; Prototyping platform; Received signal strength; Sensitive application; Indoor positioning systems";Conference Paper;Scopus
120013;46;31;Mispan M.S., Duan S., Halak B., Zwolinski M.;A reliable PUF in a dual function SRAM;2019;Integration;10.1016/j.vlsi.2019.06.001;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067075873&doi=10.1016%2fj.vlsi.2019.06.001&partnerID=40&md5=dde8349f719b1dbd9c92c9212ea3481e;The Internet of Things (IoTs) employs resource-constrained sensor nodes for sensing and processing data that require robust, lightweight cryptographic primitives. The SRAM Physical Unclonable Function (SRAM-PUF) is a potential candidate for secure key generation. An SRAM-PUF is able to generate random and unique cryptographic keys based on start-up values by exploiting intrinsic manufacturing process variations. The reuse of the available on-chip SRAM memory in a system as a PUF might achieve useful cost efficiency. However, as CMOS technology scales down, aging-induced Negative Bias Temperature Instability (NBTI) becomes more pronounced resulting in asymmetric degradation of memory bit cells after prolonged storage of the same bit values. This causes unreliable start-up values for an SRAM-PUF. In this paper, the on-chip memory in the ARM architecture has been used as a case study to investigate reliability in an SRAM-PUF. We show that the bit probability in a 32-bit ARM instruction cache has a predictable pattern and hence predictable aging. Therefore, we propose using an instruction cache as a PUF to save silicon area. Furthermore, we propose a bit selection technique to mitigate the NBTI effect. We show that this technique can reduce the predicted bit error in an SRAM-PUF from 14.18% to 5.58% over 5 years. Consequently, as the bit error reduces, the area overhead of the error-correction circuitry is about 6 × smaller compared to that without a bit selection technique. © 2019 Elsevier B.V.;"Aging; Physical unclonable function; Reliability; SRAM";"Aging of materials; ARM processors; Cache memory; Error correction; Hardware security; Negative bias temperature instability; Public key cryptography; Reliability; Sensor nodes; ARM architecture; Constrained sensors; Cryptographic key; Cryptographic primitives; Instruction caches; Internet of thing (IoTs); Manufacturing process variations; Selection techniques; Static random access storage";Article;Scopus
120014;46;31;Tøndel I.A., Jaatun M.G., Cruzes D., Oyetoyan T.D.;Understanding challenges to adoption of the Protection Poker software security game;2019;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);10.1007/978-3-030-12786-2_10;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061348045&doi=10.1007%2f978-3-030-12786-2_10&partnerID=40&md5=398db18427d59535ef05d4bd20b49e34;"Currently, security requirements are often neglected in agile projects. Despite many approaches to agile security requirements engineering in literature, there is little empirical research available on why there is limited adoption of these techniques. In this paper we describe a case study on challenges facing adoption of the Protection Poker game; a collaborative and lightweight software security risk estimation technique that is particularly suited for agile teams. Results show that Protection Poker has the potential to be adopted by agile teams. Key benefits identified include good discussions on security and the development project, increased knowledge and awareness of security, and contributions to security requirements. Challenges include managing discussions and the time it takes to play, ensuring confidence in the results from playing the game, and integrating results in a way that improves security of the end-product. © 2019, Springer Nature Switzerland AG.";;"Computer control systems; Computer privacy; Cryptography; Embedded systems; Industrial research; Requirements engineering; Risk perception; Security systems; Agile security; Agile teams; Development project; Empirical research; End-products; Poker game; Security requirements; Software security; Agile manufacturing systems";Conference Paper;Scopus
120015;46;31;Riel A., Kreiner C., Messnarz R., Much A.;An architectural approach to the integration of safety and security requirements in smart products and systems design;2018;CIRP Annals;10.1016/j.cirp.2018.04.022;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045558164&doi=10.1016%2fj.cirp.2018.04.022&partnerID=40&md5=5d66e1f38c2523c4b771669c110bc8b8;Assuring functional safety and IT security is rapidly becoming an essential key challenge to the design of any connected smart product and industrial manufacturing system. This paper proposes an architectural approach to the integrated consideration of functional safety and IT security requirements in the design process of smart products and the (Industrial) Internet of Things (IIoT). Based on axiomatic design and signal flow analysis, it shows that such requirements have related impacts on system architectural design choices rendering integrated design necessary to meet the desired risk reduction levels effectively and efficiently. A case study in the automotive domain is presented in order to illustrate and validate the proposed approach. © 2018;"Design; Integration; Safety";"Accident prevention; Cryptography; Design; Integration; Manufacture; Product design; Risk assessment; Security of data; Security systems; Architectural approach; Automotive domains; Axiomatic design; Functional Safety; Industrial manufacturing; Integrated designs; IT Security Requirements; Safety and securities; Architectural design";Article;Scopus
120016;46;31;Voicu G.R., Dan Cotofana S.;High-performance, cost-effective 3D stacked wide-operand adders;2017;IEEE Transactions on Emerging Topics in Computing;10.1109/TETC.2016.2598290;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026739868&doi=10.1109%2fTETC.2016.2598290&partnerID=40&md5=7692c57bba0fce2d2419a8765458e0d7;Through-Silicon Vias (TSV) based 3D Stacked IC (3D-SIC) technology introduces new design opportunities for wide operand width addition units. Different from state of the art direct folding proposals we introduce two cost-effective 3D Stacked Hybrid Adders with identical tier structure, which potentially makes the manufacturing of hardware wide-operand fast adders a reality. An N-bit adder implemented on a K identical tier stacked IC performs in parallel two N/K-bit additions on each tier according to the anticipated computation principle. Inter-tier carry signals performing the appropriate sum selection are propagated by TSVs. The practical implications of direct folding and of our hybrid carry-select/prefix approaches are evaluated by a thorough case study on 65 nm CMOS 3D adder implementations, for operand sizes up to 4,096 bits and 16 tiers. Our simulations indicate that in almost all configurations at least one of the two proposed 3D stacked hybrid approaches is faster than the fastest 3D folding approach. When considering an appropriate metric for 3D designs, i.e., the delay-footprint-heterogeneity product, the hybrid adders substantially outperform the folding counterparts by a factor in-between 1:67× and 23:95×. © 2016 IEEE.;"Adders; Cryptography; Three-dimensional integrated circuits; Through-silicon vias";"Adders; Cost effectiveness; Cryptography; Electronics packaging; Integrated circuit interconnects; 3-d designs; 3-D stacked IC; Cost effective; Fast adders; Hybrid Adder; Hybrid approach; State of the art; Through silicon vias; Three dimensional integrated circuits";Article;Scopus
120017;46;31;Wu Y., He F., Li X., Cai X.;Service oriented secure feature-based data exchange for cloud-based design;2016;Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition);10.13245/j.hust.161213;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006371100&doi=10.13245%2fj.hust.161213&partnerID=40&md5=37c87df150fd8c5724b6c26bab884ffc;Aiming at sharing model information during collaborative design securely during collaborative design for cloud based design and manufacturing (CBDM), a service oriented secure feature based data exchange (FBDE) method was proposed. A deformation based method was introduced to accomplish the model sensitive information hiding and encryption by modeling parameters modification. The parametrical modeling data between heterogeneous CAD systems was exchanged by a direct FBDE method. The service oriented architecture was adopted, which offered FBDE and model security as service from cloud to collaborative designers. The case study demonstrates the proposed idea and method can provide cost-effective, flexible and scalable secure FBDE for CBDM. © 2016, Editorial Board of Journal of Huazhong University of Science and Technology. All right reserved.;"Cloud security; Cloud-based design and manufacture; Feature-based data exchange; Model security; Service oriented architecture";"Computer aided design; Computer architecture; Cost effectiveness; Cryptography; Design for manufacturability; Distributed computer systems; Electronic data interchange; Information services; Manufacture; Cloud securities; Collaborative design; Design and manufactures; Feature-based data exchanges; Heterogeneous CAD systems; Model informations; Model security; Parametrical model; Service oriented architecture (SOA)";Article;Scopus
120018;46;31;Karam R., Liu R., Chen P.-Y., Yu S., Bhunia S.;Security primitive design with nanoscale devices: A case study with resistive RAM;2016;Proceedings of the ACM Great Lakes Symposium on VLSI, GLSVLSI;10.1145/2902961.2903042;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974715629&doi=10.1145%2f2902961.2903042&partnerID=40&md5=74d5817892d59a62bba2fa9060fb0ff3;"Inherent stochastic physical mechanisms in emerging nonvolatile memories (NVMs), such as resistive random-access-memory (RRAM), have recently been explored for hardware security applications. Unlike the conventional silicon Physical Unclonable Functions (PUFs) that are solely based on manufacturing process variation, RRAM has some intrinsic randomness in its physical mechanisms that can be utilized as entropy sources; for instance, resistance variation, random telegraph noise, and probabilistic switching behaviors. This paper reviews the challenges and opportunities in building security primitives with emerging devices. In particular, it presents research progress of RRAM-based hardware security primitives, including PUF and True Random Number Generator (TRNG). © 2016 ACM.";"Hardware security; PUF; Resistance variation; RRAM; Security of nanoscale devices; Switching probability; TRNG";"Cryptography; Hardware; Hardware security; Nanotechnology; Number theory; Random number generation; Reconfigurable hardware; RRAM; Stochastic systems; Emerging non-volatile memory; Manufacturing process variations; Nanoscale device; Random telegraph noise; Resistance variations; Resistive random access memory (rram); Switching probability; TRNG; Random access storage";Conference Paper;Scopus
120019;46;31;Cai X., Li W., He F., Li X.;Customized encryption of computer aided design models for collaboration in cloud manufacturing environment;2015;Journal of Manufacturing Science and Engineering, Transactions of the ASME;10.1115/1.4030592;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936984408&doi=10.1115%2f1.4030592&partnerID=40&md5=13555d1c48cec4d817ef3873ae94df15;Computer aided design (CAD) models reflect design goals, intentions, and functions so that they are the key intellectual properties of companies. In a Cloud manufacturing environment, how to effectively protect the sensitive feature information for a model owner while enabling the owner to flexibly share the rest of the CAD model with collaborators is an important yet challenging research issue. In this paper, an innovative partial encryption approach, which is able to represent a CAD model into the granularity of sharing information in order to address various collaboration scenarios and customized requirements from the model owner and collaborators, is presented. The approach is composed of a customized encryption algorithm for a CAD model, a key based customized authorization algorithm for collaborators to decrypt shared features in the model, and a customized geometric transformation method to support the effective protection model-based visualization of the model for collaboration. With this approach, a CAD model can be flexibly encrypted to realize partial sharing of features and safe protection of the rest of the model according to collaboration requirements. Meanwhile, during encryption and decryption, the CAD model is always manifold no matter which feature is encrypted or decrypted to ensure user friendliness, model validity, and robustness of the approach. A case study is used to verify and illustrate the effectiveness of the approach. This research is a new attempt to design a content-based and customized encryption approach applicable to CAD model-based collaboration in a Cloud manufacturing environment. Copyright © 2015 by ASME.;"CAD model; Cloud manufacturing; Customized encryption; Secure sharing";"Computer aided manufacturing; Cryptography; Design; Industrial research; Manufacture; Mathematical transformations; CAD modeling; Cloud Manufacturing; Computer aided design models; Encryption algorithms; Encryption and decryption; Geometric transformations; Secure sharing; Sharing information; Computer aided design";Article;Scopus
